epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,146.056,0.56428,0.38371,0.86341,0.98333,0.93618,0.96804,0.77278,0.80076,0.4975,0.96481,0.0005578,0.0005578,0.0005578
136,147.094,0.52943,0.3784,0.86077,0.99645,0.92063,0.97081,0.79363,0.77898,0.47458,0.95939,0.0005545,0.0005545,0.0005545
137,148,0.52943,0.37783,0.86095,0.97069,0.95238,0.97039,0.79461,0.75965,0.46354,0.95684,0.0005512,0.0005512,0.0005512
138,149.014,0.52764,0.36901,0.87213,0.97553,0.95238,0.96681,0.79781,0.74762,0.46557,0.94468,0.0005479,0.0005479,0.0005479
139,149.817,0.54035,0.39898,0.86245,0.95033,0.95238,0.95284,0.79457,0.7367,0.4673,0.94331,0.0005446,0.0005446,0.0005446
140,150.663,0.54186,0.39244,0.86902,0.93334,0.93651,0.94163,0.7763,0.77458,0.48468,0.94986,0.0005413,0.0005413,0.0005413
141,151.499,0.52653,0.36282,0.86034,0.94152,0.90476,0.93762,0.76267,0.81786,0.51905,0.9578,0.000538,0.000538,0.000538
142,152.401,0.54448,0.38162,0.85321,0.9491,0.93651,0.95243,0.78818,0.78981,0.48782,0.96471,0.0005347,0.0005347,0.0005347
143,153.396,0.5423,0.38214,0.86659,0.95232,0.95106,0.95955,0.78635,0.75382,0.4624,0.95753,0.0005314,0.0005314,0.0005314
144,154.364,0.53368,0.36401,0.86519,0.96769,0.9508,0.96953,0.79311,0.76403,0.4755,0.96298,0.0005281,0.0005281,0.0005281
145,155.282,0.55143,0.40689,0.8717,0.96812,0.96397,0.97243,0.78939,0.79564,0.47619,0.97234,0.0005248,0.0005248,0.0005248
146,156.106,0.56125,0.39217,0.86099,1,0.93476,0.96975,0.78217,0.81661,0.47546,0.96761,0.0005215,0.0005215,0.0005215
147,156.92,0.53379,0.38037,0.86716,0.99519,0.92063,0.96894,0.78361,0.81781,0.48607,0.97414,0.0005182,0.0005182,0.0005182
148,157.751,0.53208,0.37108,0.86429,0.98339,0.93959,0.96823,0.79006,0.80162,0.49364,0.98923,0.0005149,0.0005149,0.0005149
149,158.554,0.58055,0.39232,0.8837,0.97868,0.93651,0.96778,0.77751,0.82279,0.47315,1.0097,0.0005116,0.0005116,0.0005116
150,159.493,0.54602,0.39909,0.87354,0.95166,0.93755,0.96438,0.76521,0.81536,0.47158,1.00476,0.0005083,0.0005083,0.0005083
151,160.334,0.5303,0.37468,0.86535,0.95139,0.93203,0.96137,0.76622,0.8221,0.5028,1.01771,0.000505,0.000505,0.000505
152,161.379,0.50984,0.36919,0.85199,0.97649,0.90476,0.9592,0.76421,0.81314,0.52167,1.01639,0.0005017,0.0005017,0.0005017
153,162.381,0.53973,0.37296,0.85462,0.98294,0.91454,0.95983,0.78291,0.7924,0.5412,1.01205,0.0004984,0.0004984,0.0004984
154,163.392,0.51478,0.38708,0.86709,0.95018,0.90829,0.95634,0.77093,0.77863,0.53631,0.99422,0.0004951,0.0004951,0.0004951
155,164.443,0.54445,0.36205,0.85803,0.95078,0.91984,0.95553,0.77478,0.80596,0.54121,1.00639,0.0004918,0.0004918,0.0004918
