epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
258,631.119,0.23594,0.30841,0.18034,0.18452,0.81866,0.99906,1,0.995,0.98359,0.99906,1,0.995,0.98719,0.22375,0.08975,0.07947,0.14955,0.75572,0.0001519,0.0001519,0.0001519
259,633.369,0.24728,0.37687,0.18649,0.19861,0.82739,0.99906,1,0.995,0.97945,0.99906,1,0.995,0.98651,0.23445,0.09124,0.07781,0.15495,0.75786,0.0001486,0.0001486,0.0001486
260,635.59,0.23816,0.26954,0.19925,0.18957,0.82266,0.99907,1,0.995,0.97749,0.99907,1,0.995,0.98669,0.23763,0.09477,0.07791,0.1526,0.75821,0.0001453,0.0001453,0.0001453
261,637.827,0.24189,0.35661,0.18992,0.19043,0.82083,0.99906,1,0.995,0.983,0.99906,1,0.995,0.98647,0.22927,0.09777,0.0771,0.14955,0.75669,0.000142,0.000142,0.000142
262,640.384,0.24201,0.2774,0.2089,0.1888,0.82551,0.99907,1,0.995,0.98564,0.99907,1,0.995,0.98632,0.22696,0.09528,0.07637,0.14884,0.75547,0.0001387,0.0001387,0.0001387
263,642.958,0.261,0.29,0.19922,0.19985,0.82884,0.99905,1,0.995,0.99043,0.99905,1,0.995,0.98847,0.22638,0.08359,0.07498,0.14858,0.75518,0.0001354,0.0001354,0.0001354
264,645.532,0.23547,0.23403,0.17839,0.18554,0.82482,0.99906,1,0.995,0.99034,0.99906,1,0.995,0.99039,0.22944,0.07754,0.07579,0.14864,0.75495,0.0001321,0.0001321,0.0001321
265,648.074,0.24463,0.35787,0.21035,0.18608,0.80278,0.99905,1,0.995,0.99046,0.99905,1,0.995,0.99061,0.22436,0.0741,0.07738,0.14977,0.75315,0.0001288,0.0001288,0.0001288
266,650.601,0.24917,0.27463,0.18395,0.19506,0.82878,0.99905,1,0.995,0.99046,0.99905,1,0.995,0.99035,0.21799,0.07053,0.07766,0.14566,0.75174,0.0001255,0.0001255,0.0001255
267,653.07,0.24704,0.22808,0.18894,0.19245,0.83532,0.99905,1,0.995,0.99277,0.99905,1,0.995,0.99145,0.21606,0.06533,0.07876,0.14338,0.75158,0.0001222,0.0001222,0.0001222
268,655.331,0.24964,0.21609,0.17298,0.19607,0.82869,0.99906,1,0.995,0.99376,0.99906,1,0.995,0.99262,0.21637,0.05857,0.08095,0.14015,0.7515,0.0001189,0.0001189,0.0001189
269,657.966,0.2292,0.29796,0.18397,0.19147,0.80574,0.99907,1,0.995,0.99141,0.99907,1,0.995,0.99273,0.21868,0.05695,0.08113,0.13833,0.75218,0.0001156,0.0001156,0.0001156
270,660.398,0.25815,0.38048,0.22177,0.19392,0.82554,1,1,0.995,0.98995,1,1,0.995,0.99277,0.22071,0.05639,0.08083,0.14002,0.75284,0.0001123,0.0001123,0.0001123
271,662.814,0.2429,0.28248,0.1822,0.19989,0.82591,0.99905,1,0.995,0.99369,0.99905,1,0.995,0.99262,0.21749,0.05692,0.07946,0.14425,0.75375,0.000109,0.000109,0.000109
272,665.237,0.23356,0.23718,0.19317,0.18308,0.8171,0.99905,1,0.995,0.99376,0.99905,1,0.995,0.99234,0.21513,0.05834,0.07984,0.14188,0.75381,0.0001057,0.0001057,0.0001057
273,667.704,0.23291,0.27081,0.17976,0.18432,0.82048,0.99905,1,0.995,0.99368,0.99905,1,0.995,0.99202,0.22259,0.05724,0.07988,0.142,0.75379,0.0001024,0.0001024,0.0001024
274,670.153,0.24161,0.26976,0.1762,0.18763,0.81525,0.99907,1,0.995,0.99357,0.99907,1,0.995,0.99184,0.22604,0.0569,0.08039,0.14375,0.75352,9.91e-05,9.91e-05,9.91e-05
275,672.535,0.24775,0.32343,0.23111,0.20222,0.81875,0.99905,1,0.995,0.98895,0.99905,1,0.995,0.99234,0.22289,0.05783,0.08021,0.14773,0.75314,9.58e-05,9.58e-05,9.58e-05
276,674.976,0.24161,0.34991,0.17378,0.18769,0.82685,0.99906,1,0.995,0.98623,0.99906,1,0.995,0.99205,0.21965,0.05866,0.08113,0.14577,0.7533,9.25e-05,9.25e-05,9.25e-05
277,677.4,0.23602,0.24221,0.19378,0.18872,0.82007,0.99907,1,0.995,0.99131,0.99907,1,0.995,0.9922,0.21686,0.05807,0.08103,0.14301,0.7533,8.92e-05,8.92e-05,8.92e-05
278,679.845,0.23214,0.27815,0.18629,0.18737,0.81979,0.99906,1,0.995,0.995,0.99906,1,0.995,0.99144,0.21495,0.05893,0.08219,0.13883,0.75289,8.59e-05,8.59e-05,8.59e-05
279,682.217,0.24258,0.34373,0.18107,0.19567,0.81847,0.99907,1,0.995,0.99397,0.99907,1,0.995,0.9916,0.21768,0.06185,0.08104,0.13735,0.75295,8.26e-05,8.26e-05,8.26e-05
280,684.335,0.23349,0.29486,0.16616,0.19085,0.8242,0.99907,1,0.995,0.99394,0.99907,1,0.995,0.99155,0.22273,0.06305,0.08049,0.13854,0.75346,7.93e-05,7.93e-05,7.93e-05
281,686.544,0.22727,0.26288,0.17665,0.17648,0.81519,0.99906,1,0.995,0.99108,0.99906,1,0.995,0.99167,0.21986,0.06384,0.0784,0.14407,0.75184,7.6e-05,7.6e-05,7.6e-05
282,688.757,0.2244,0.24708,0.20071,0.18096,0.81788,0.99907,1,0.995,0.9935,0.99907,1,0.995,0.99176,0.21764,0.06344,0.07856,0.13854,0.75073,7.27e-05,7.27e-05,7.27e-05
283,691.001,0.23942,0.26827,0.16552,0.18029,0.80688,0.99906,1,0.995,0.99343,0.99906,1,0.995,0.9918,0.21468,0.06404,0.07829,0.13778,0.75032,6.94e-05,6.94e-05,6.94e-05
284,693.198,0.22358,0.31906,0.1808,0.18008,0.81039,0.99907,1,0.995,0.99341,0.99907,1,0.995,0.99168,0.2134,0.0649,0.07834,0.13827,0.75,6.61e-05,6.61e-05,6.61e-05
285,695.217,0.25055,0.38158,0.16288,0.21808,0.82138,0.99906,1,0.995,0.99345,0.99906,1,0.995,0.99152,0.21642,0.06518,0.07866,0.14012,0.75019,6.28e-05,6.28e-05,6.28e-05
286,697.284,0.23377,0.276,0.18211,0.1805,0.82625,0.99906,1,0.995,0.99349,0.99906,1,0.995,0.9896,0.22043,0.06647,0.07842,0.14233,0.75069,5.95e-05,5.95e-05,5.95e-05
287,699.398,0.22738,0.25132,0.16289,0.17568,0.82126,1,1,0.995,0.99355,1,1,0.995,0.98981,0.21584,0.06565,0.0783,0.13755,0.75043,5.62e-05,5.62e-05,5.62e-05
288,701.501,0.23048,0.31161,0.18793,0.18573,0.83045,1,1,0.995,0.99359,1,1,0.995,0.9898,0.21109,0.06397,0.07779,0.13699,0.75109,5.29e-05,5.29e-05,5.29e-05
289,703.607,0.22922,0.27758,0.19257,0.17477,0.83032,0.99907,1,0.995,0.99354,0.99907,1,0.995,0.99141,0.20691,0.06321,0.07673,0.13441,0.75133,4.96e-05,4.96e-05,4.96e-05
290,705.651,0.25376,0.28686,0.18708,0.19854,0.83035,0.99907,1,0.995,0.99352,0.99907,1,0.995,0.99123,0.20624,0.06169,0.0765,0.13821,0.75177,4.63e-05,4.63e-05,4.63e-05
291,709.118,0.20256,0.24888,0.10438,0.15101,0.76003,0.99907,1,0.995,0.99352,0.99907,1,0.995,0.99095,0.20687,0.05984,0.07793,0.13929,0.75307,4.3e-05,4.3e-05,4.3e-05
292,711.597,0.20403,0.34374,0.10039,0.1383,0.78319,0.99905,1,0.995,0.99325,0.99905,1,0.995,0.98962,0.20651,0.0586,0.079,0.13951,0.75493,3.97e-05,3.97e-05,3.97e-05
293,714.019,0.20814,0.29565,0.09621,0.14608,0.75202,0.99905,1,0.995,0.99103,0.99905,1,0.995,0.98885,0.20808,0.05988,0.07984,0.13928,0.75539,3.64e-05,3.64e-05,3.64e-05
294,716.224,0.20501,0.23025,0.09483,0.14169,0.77817,0.99905,1,0.995,0.98819,0.99905,1,0.995,0.98858,0.20802,0.06088,0.08018,0.13851,0.75633,3.31e-05,3.31e-05,3.31e-05
295,718.391,0.2027,0.23096,0.0968,0.13965,0.76226,0.99904,1,0.995,0.99122,0.99904,1,0.995,0.98846,0.20869,0.06097,0.08,0.13969,0.75633,2.98e-05,2.98e-05,2.98e-05
296,720.613,0.20047,0.23282,0.09499,0.13496,0.77081,0.99904,1,0.995,0.99119,0.99904,1,0.995,0.98858,0.20833,0.05969,0.08042,0.13989,0.75647,2.65e-05,2.65e-05,2.65e-05
297,722.912,0.2057,0.23364,0.12848,0.14263,0.78087,0.99904,1,0.995,0.99115,0.99904,1,0.995,0.98833,0.20896,0.05816,0.08035,0.13801,0.75632,2.32e-05,2.32e-05,2.32e-05
298,725.207,0.19122,0.23309,0.09572,0.13184,0.77507,0.99904,1,0.995,0.98724,0.99904,1,0.995,0.988,0.20798,0.05801,0.08071,0.13819,0.75639,1.99e-05,1.99e-05,1.99e-05
299,727.529,0.20057,0.23055,0.10377,0.13638,0.75149,0.99905,1,0.995,0.98723,0.99905,1,0.995,0.98842,0.20772,0.05816,0.08097,0.13803,0.75563,1.66e-05,1.66e-05,1.66e-05
300,729.882,0.2036,0.22859,0.09994,0.13752,0.76974,0.99904,1,0.995,0.98727,0.99904,1,0.995,0.98804,0.20817,0.05831,0.08135,0.13694,0.75597,1.33e-05,1.33e-05,1.33e-05
